iter	RMSE
314	0.2861860338
315	0.2838999249
316	0.2808913537
317	0.2779665379
318	0.2757751816
319	0.2728612164
320	0.2700985172
321	0.2680601198
322	0.2662080999
323	0.2640975533
324	0.2621035423
325	0.259938181
326	0.2579154159
327	0.2559757342
328	0.253983533
329	0.2522375742
330	0.2503157911
331	0.2482257057
332	0.2463312384
333	0.2443026969
334	0.2423638461
335	0.2404372031
336	0.2384664952
337	0.236862208
338	0.2350127684
339	0.2331670018
340	0.2313643475
341	0.2298479254
342	0.2276716456
343	0.2257124236
344	0.2240859757
345	0.2222311057
346	0.2205317281
347	0.2188123287
348	0.2171200719
349	0.2155003813
350	0.213492129
351	0.2120428539
352	0.2103255797
353	0.2089304423
354	0.207404943
355	0.2060213279
356	0.2044615485
357	0.2029538231
358	0.2015566947
359	0.1997130039
360	0.198274135
361	0.1964867036
362	0.194899922
363	0.1935939039
364	0.192223044
365	0.1908203161
366	0.1895453509
367	0.1881814082
368	0.186814658
369	0.1853786374
370	0.184032954
371	0.1825431606
372	0.1812538508
373	0.1799165314
374	0.1786151745
375	0.1773572751
376	0.175916803
377	0.1746577268
378	0.1734252877
379	0.1719452482
380	0.1705039388
381	0.1692055234
382	0.168071329
383	0.1668189342
384	0.1654249716
385	0.1641734088
386	0.1629835971
387	0.1619721379
388	0.1607264562
389	0.1595304681
390	0.158228454
391	0.1570443519
392	0.1559950607
393	0.1548039328
394	0.1535268803
395	0.1524280362
396	0.1513592836
397	0.1503681131
398	0.1494645086
399	0.1485066967
400	0.1474281171
401	0.1465636504
402	0.1454188916
403	0.1444557848
404	0.1433661912
405	0.1423039758
406	0.1410694123
407	0.1398591434
408	0.1388759019
409	0.137915942
410	0.1368863971
411	0.1359911743
412	0.1349917856
413	0.1341701556
414	0.1332507945
415	0.1319485519
416	0.1309981512
417	0.1300075248
418	0.1288873558
419	0.1279503333
420	0.1269823161
421	0.1260714892
422	0.1252851592
423	0.1240805237
424	0.1233104152
425	0.1222295609
426	0.121295501
427	0.1204631102
428	0.1197266833
429	0.1188510023
430	0.1177264045
431	0.1170189683
432	0.1160961282
433	0.1152676982
434	0.1141969603
435	0.1134936949
436	0.1127201048
437	0.1118940106
438	0.1112537209
439	0.1102777214
440	0.1097546528
441	0.1088082759
442	0.1083560925
443	0.1076324802
444	0.1069508556
445	0.1062376172
446	0.1058031171
447	0.1051567764
448	0.1047370988
449	0.1040632641
450	0.1036035996
451	0.1032033283
452	0.1027718163
453	0.1022236822
454	0.1016714717
455	0.1011351844
456	0.1007660202
457	0.1003643589
458	0.09980263094
459	0.09946218911
460	0.09895742808
461	0.09861191417
462	0.0981228839
463	0.09779451023
464	0.09738979429
465	0.09722112637
466	0.09670549587
467	0.09646171737
468	0.09622075533
469	0.09572372888
470	0.09548776343
471	0.09525521458
472	0.09480994191
473	0.09440305269
474	0.09417717954
475	0.09395447608
476	0.093535251
477	0.09286630678
478	0.09197551719
479	0.0915734726
480	0.09068651076
481	0.09053860422
482	0.08989971232
483	0.08903584232
484	0.08826063891
485	0.0874997299
486	0.08735767758
487	0.08669004913
488	0.08655054267
489	0.08572276387
490	0.08495640774
491	0.08482033151
492	0.08468593888
493	0.0839551668
494	0.08322937832
495	0.08257996489
496	0.0818739849
497	0.08118176747
498	0.08047931944
499	0.07980227012
500	0.07889201581
501	0.07821979187
502	0.07757089998
503	0.07695482821
504	0.07631450385
505	0.07572781743
506	0.07509521521
507	0.07445273763
508	0.07388566717
509	0.07325472401
510	0.0726661471
511	0.07211691615
512	0.07197844729
513	0.07135625632
514	0.07090346745
515	0.07022526649
516	0.06957003827
517	0.06943722818
518	0.06930642766
519	0.06871859053
520	0.06820675222
521	0.06806823555
522	0.06759217942
523	0.0674599786
524	0.06676717748
525	0.06630513125
526	0.06563306387
527	0.06518386388
528	0.06463277422
529	0.06391063157
530	0.06352065333
531	0.06308262845
532	0.06266814525
533	0.06251806219
534	0.06206573311
535	0.06154447173
536	0.06103462915
537	0.06062399084
538	0.06007998282
539	0.05955427798
540	0.05917659663
541	0.05877684825
542	0.05839243848
543	0.05786674362
544	0.05748232789
545	0.0570809795
546	0.05671573012
547	0.05631312421
548	0.05582986486
549	0.05546652941
550	0.0549741411
551	0.05453821723
552	0.05412032231
553	0.05364791379
554	0.05314924554
555	0.05269816527
556	0.0522510459
557	0.05184844215
558	0.05137730382
559	0.05095151654
560	0.05052505519
561	0.05013342914
562	0.04970856425
563	0.04929173946
564	0.04888260449
565	0.048509676
566	0.04812388126
567	0.04776300337
568	0.04741137444
569	0.04717221508
570	0.04684368056
571	0.04645402009
572	0.04607637557
573	0.04586740319
574	0.04550888381
575	0.04514347491
576	0.04483035406
577	0.04460640889
578	0.04441031894
579	0.04421919546
580	0.04386446682
581	0.04358363127
582	0.04323889242
583	0.04312744115
584	0.04274043728
585	0.04245484971
586	0.04235330666
587	0.04208321958
588	0.04187871548
589	0.04167804996
590	0.04146585108
591	0.04135365837
592	0.04099686543
593	0.04063767484
594	0.04019698628
595	0.03994315768
596	0.03951607708
597	0.03925115234
598	0.0389724716
599	0.03867473019
600	0.03834786124
601	0.03799726743
602	0.03768440101
603	0.03745187998
604	0.03714818834
605	0.03689255611
606	0.03659759104
607	0.03636685406
608	0.03612416893
609	0.03583023125
610	0.03561364502
611	0.03540157873
612	0.03524557226
613	0.03491577529
614	0.03476917207
615	0.03445411464
616	0.03429220953
617	0.03415388953
618	0.0338719033
619	0.03360316182
620	0.03350829592
621	0.03342170152
622	0.03316990092
623	0.03310904754
624	0.03291220458
625	0.03276450321
626	0.03269542559
627	0.03263632532
628	0.03238170992
629	0.03211988889
630	0.03205299109
631	0.0318649918
632	0.03181248996
633	0.03158400405
634	0.03132829881
635	0.03108860351
636	0.03084931754
637	0.03060463189
638	0.03035969566
639	0.03012847777
640	0.02989654267
641	0.02966763656
642	0.02947698966
643	0.02926721915
644	0.02907503178
645	0.02902411978
646	0.02883729389
647	0.02878692415
648	0.02870499367
649	0.02850181315
650	0.02832155628
651	0.02807530981
652	0.02802633495
653	0.02797796292
654	0.02778672932
655	0.02773673967
656	0.02748133945
657	0.02741033307
658	0.02717629391
659	0.02702928012
660	0.026983199
661	0.02684152073
662	0.02677548602
663	0.02655993087
664	0.02648706622
665	0.02629942486
666	0.02611647304
667	0.02591013669
668	0.02585791073
669	0.02569482225
670	0.02553177333
671	0.02531911675
672	0.02513346217
673	0.02507392236
674	0.02502212891
675	0.0248856512
676	0.02468546038
677	0.02452744427
678	0.02446957438
679	0.02433825264
680	0.0242087906
681	0.02398356197
682	0.02379996009
683	0.02376690743
684	0.0235859184
685	0.02340926247
686	0.02336674508
687	0.02319077905
688	0.02298078711
689	0.02280788377
690	0.02264117332
691	0.02246001137
692	0.02230095094
693	0.02212946187
694	0.02196186402
695	0.02178089421
696	0.0216186243
697	0.02144329576
698	0.02128619595
699	0.02110879669
700	0.02095316624
701	0.02085798878
702	0.02070695936
703	0.02052824797
704	0.02039616745
705	0.02030468755
706	0.02016064829
707	0.02002447724
708	0.01988800585
709	0.01972051743
710	0.0195697732
711	0.01940883041
712	0.0192859613
713	0.01914014408
714	0.01905533181
715	0.01892892115
716	0.01878725918
717	0.01865952349
718	0.01851752076
719	0.01837463426
720	0.0182116077
721	0.01805124314
722	0.01789349508
723	0.01774347461
724	0.01762590104
725	0.01751084985
726	0.01738198123
727	0.01722954502
728	0.0171388231
729	0.01699998244
730	0.01689433319
731	0.01674807525
732	0.01658704085
733	0.01645108042
734	0.01634249117
735	0.01624344862
736	0.01613761696
737	0.01600806419
738	0.01591217757
739	0.01578147682
740	0.01568825923
741	0.01557283437
742	0.01545979725
743	0.01534910063
744	0.01525308911
745	0.0151197024
746	0.01498977336
747	0.0148999849
748	0.01479685814
749	0.01470934984
750	0.01458510778
751	0.01448028772
752	0.01437155995
753	0.01428039801
754	0.0141670521
755	0.01407886607
756	0.0139970653
757	0.01389924687
758	0.01380404586
759	0.01375662608
760	0.01366435307
761	0.0136179625
762	0.01353449995
763	0.01343608063
764	0.01334391196
765	0.01329083576
766	0.01319754066
767	0.0131115582
768	0.01306788312
769	0.01295883781
770	0.01287292651
771	0.01283063765
772	0.0127525619
773	0.01264726213
774	0.01256610305
775	0.01246670502
776	0.01238560243
777	0.01235764931
778	0.01232849382
779	0.01223196148
780	0.01220481921
781	0.01210315926
782	0.01207662495
783	0.01204950593
784	0.01195018915
785	0.01192425175
786	0.01182692186
787	0.01173441595
788	0.01163202466
789	0.011607454
790	0.01151316162
791	0.01142024839
792	0.01139543109
793	0.01130438063
794	0.01128002552
795	0.01118737505
796	0.0111007469
797	0.01101576895
798	0.01093241062
799	0.01085514587
800	0.01075864419
801	0.01067839247
802	0.01059851607
803	0.01050171829
804	0.01044590942
805	0.01036090881
806	0.01029927621
807	0.01020682379
808	0.01018270778
809	0.01011180341
810	0.01002320891
811	0.01000064202
812	0.009935889552
813	0.009863253983
814	0.009842411535
815	0.009757377085
816	0.009700531616
817	0.009625523438
818	0.009610189162
819	0.009551918104
820	0.009533509029
821	0.009513470878
822	0.009447483173
823	0.009398272718
824	0.009344537242
825	0.009285698904
826	0.009218722753
827	0.009142944408
828	0.009119926157
829	0.009057598827
830	0.008970998432
831	0.008925579519
832	0.008857151447
833	0.008792907347
834	0.008772365849
835	0.008705477439
836	0.008643702807
837	0.008578248105
838	0.008559116898
839	0.008494624903
840	0.008424542154
841	0.008356031475
842	0.00828905938
843	0.008272412084
844	0.008223198906
845	0.008206817696
846	0.008155424142
847	0.008124420373
848	0.008064520554
849	0.00804367319
850	0.007979355365
851	0.007920924305
852	0.007871938452
853	0.00785154651
854	0.007808213433
855	0.007792910324
856	0.007745335745
857	0.007688751548
858	0.007670043761
859	0.007613492237
860	0.007552793056
861	0.007489363819
862	0.007474592926
863	0.007416875331
864	0.007374459673
865	0.007359992747
866	0.007344388361
867	0.007293204636
868	0.007255312394
869	0.007242332907
870	0.00720551893
871	0.007190508316
872	0.007152335589
873	0.007137722596
874	0.007088740719
875	0.007075212726
876	0.0070576026
877	0.007020767778
878	0.006978504516
879	0.006962138289
880	0.00691725743
881	0.006901133454
882	0.006849778104
883	0.006816012078
884	0.006768403007
885	0.006726060209
886	0.00671243146
887	0.00668331942
888	0.00662808217
889	0.006592869299
890	0.006538827892
891	0.006523437093
892	0.006470169466
893	0.00642262967
894	0.006378887228
895	0.00636067442
896	0.006314154284
897	0.006296313447
898	0.006250493486
899	0.006233016181
900	0.006189193096
901	0.006132656864
902	0.006123365164
903	0.006074504648
904	0.006020679556
905	0.00596942524
906	0.005929922004
907	0.005918631968
908	0.005907479611
909	0.005871513539
910	0.005819909367
911	0.005774396507
912	0.005720061203
913	0.005685798026
914	0.005655924726
915	0.005636095119
916	0.005586848716
917	0.005543078733
918	0.005497220572
919	0.005449649177
920	0.005417360295
921	0.005375413067
922	0.005333722958
923	0.00528593113
924	0.00524633257
925	0.005206258373
926	0.00516777319
927	0.005128487153
928	0.005091062963
929	0.005052819228
930	0.005013773949
931	0.004977642991
932	0.004933566113
933	0.004892054817
934	0.004861090966
935	0.004824722072
936	0.004787822737
937	0.004779846435
938	0.004771968462
939	0.004750181916
940	0.004710208987
941	0.004689087748
942	0.004668433442
943	0.004631358757
944	0.004610300171
945	0.00457417792
946	0.004550335719
947	0.004520819651
948	0.004486332155
949	0.004479449648
950	0.00445089917
951	0.004444099664
952	0.004410767295
953	0.004404059646
954	0.00436510725
955	0.004339798195
956	0.004313992779
957	0.004281952485
958	0.004275203741
959	0.004250799942
960	0.004216592601
961	0.004179924097
962	0.004162962585
963	0.00413369363
964	0.00412192964
965	0.004105586906
966	0.004094055497
967	0.004065925131
968	0.004048431066
969	0.004023128303
970	0.004007517149
971	0.003980812735
972	0.003956306679
973	0.0039502994
974	0.003927004064
975	0.003901452861
976	0.003895565508
977	0.003880861405
978	0.003857260979
979	0.003833900767
980	0.003828090906
981	0.003795643464
982	0.003763705726
983	0.003741059048
984	0.003709874279
985	0.003683973316
986	0.003652415752
987	0.003646323619
988	0.003624692016
989	0.003595148857
990	0.003589216908
991	0.003566810133
992	0.003538993132
993	0.003513361795
994	0.003486241197
995	0.003457627716
996	0.003446114041
997	0.003440521122
998	0.003434681682
999	0.003408344672
