iter	RMSE
284	0.3867001765
285	0.3838860261
286	0.3809353407
287	0.3779108136
288	0.374231454
289	0.3706448256
290	0.3673988148
291	0.3645444987
292	0.3611982426
293	0.3584734131
294	0.3549632182
295	0.3516191401
296	0.3491799502
297	0.3458596594
298	0.3427441216
299	0.3396528203
300	0.3373241255
301	0.3344911513
302	0.3323347267
303	0.3292159176
304	0.3266087773
305	0.3241443305
306	0.3223544658
307	0.320057574
308	0.317978672
309	0.3160457044
310	0.3130626623
311	0.3102333832
312	0.3072697681
313	0.3043831131
314	0.302030324
315	0.2996088549
316	0.2967502866
317	0.294451829
318	0.2923972619
319	0.2901458292
320	0.2880632574
321	0.2853569979
322	0.2826356322
323	0.2800265466
324	0.2778578478
325	0.2752658982
326	0.2730200256
327	0.2707104652
328	0.2682350882
329	0.2657095399
330	0.2639853157
331	0.2620865639
332	0.2596503179
333	0.2576251119
334	0.2553995985
335	0.2530614299
336	0.2509960121
337	0.2489073044
338	0.2469154011
339	0.2450820935
340	0.2431524281
341	0.2413554559
342	0.2396934427
343	0.2377477543
344	0.2363605702
345	0.2345662265
346	0.2326706934
347	0.2308293721
348	0.2288423534
349	0.2270186358
350	0.2251705731
351	0.2233586461
352	0.2216178168
353	0.2199069068
354	0.2178830802
355	0.2162004156
356	0.2145133022
357	0.2126253773
358	0.2109976033
359	0.2091617702
360	0.2072331533
361	0.2054829318
362	0.2037544576
363	0.2019814205
364	0.2003075049
365	0.1988007037
366	0.1976344286
367	0.1960600264
368	0.1942356057
369	0.1931324298
370	0.1916006321
371	0.1905290586
372	0.1889652009
373	0.1876964886
374	0.1859628815
375	0.1845076728
376	0.1834639295
377	0.1817068336
378	0.180303823
379	0.1786037449
380	0.1772298077
381	0.1762630311
382	0.1746820097
383	0.1731627706
384	0.172231626
385	0.1707635467
386	0.1692504423
387	0.16783255
388	0.1665499881
389	0.1649860986
390	0.1634841274
391	0.1624136202
392	0.1609362184
393	0.1596120069
394	0.158158072
395	0.1568305129
396	0.1556491517
397	0.1539524572
398	0.15280341
399	0.1517874953
400	0.1501586689
401	0.1490262651
402	0.1479120146
403	0.1469694606
404	0.1458737807
405	0.1447875241
406	0.1434122635
407	0.1422665615
408	0.1410118841
409	0.1398812524
410	0.1388015522
411	0.1379057131
412	0.137017239
413	0.1362176058
414	0.1351813421
415	0.1341675491
416	0.1332778851
417	0.1321173066
418	0.131322803
419	0.1301627869
420	0.1293207471
421	0.1282913541
422	0.1271820373
423	0.1262641409
424	0.1256056871
425	0.1244393274
426	0.1233817253
427	0.1223134293
428	0.1214542552
429	0.1203821078
430	0.1192833765
431	0.1181330393
432	0.1171921392
433	0.1162957837
434	0.1155893084
435	0.1148130478
436	0.1140906125
437	0.1131218936
438	0.1121378984
439	0.1111760038
440	0.1103358342
441	0.1098130443
442	0.1088083787
443	0.1079388869
444	0.1070989888
445	0.1065594695
446	0.105720841
447	0.1049257943
448	0.1040207183
449	0.1032531501
450	0.1026784891
451	0.10205099
452	0.1011903288
453	0.1003947009
454	0.09966797753
455	0.09910444745
456	0.09818784028
457	0.0973928835
458	0.09664369446
459	0.09582460629
460	0.09529380033
461	0.09463121402
462	0.09394315396
463	0.09339113652
464	0.09253464674
465	0.09173675384
466	0.09110748982
467	0.09033058441
468	0.08956497195
469	0.08881049462
470	0.08807727479
471	0.08734342023
472	0.08654351496
473	0.08613649057
474	0.08552672548
475	0.08480978889
476	0.08403547502
477	0.08327446911
478	0.08257936534
479	0.08190035235
480	0.08114752195
481	0.08052933292
482	0.07982395336
483	0.07919865053
484	0.0784770778
485	0.07788234008
486	0.07729376464
487	0.07664876756
488	0.07600328499
489	0.07534903459
490	0.07475886492
491	0.07418386591
492	0.07355404481
493	0.0729379524
494	0.07241858527
495	0.07200763896
496	0.07169599893
497	0.0712443051
498	0.0707961007
499	0.07020383571
500	0.06962257951
501	0.06902545776
502	0.06849597374
503	0.06791645328
504	0.0674947815
505	0.06693333085
506	0.06639203372
507	0.06590372592
508	0.06539470117
509	0.0649949775
510	0.06446830134
511	0.06400194526
512	0.06348327242
513	0.06303657854
514	0.06259582481
515	0.06212457275
516	0.06158256483
517	0.06108172002
518	0.06067711494
519	0.06025182943
520	0.059821446
521	0.05933111844
522	0.05892001571
523	0.0584664114
524	0.05799571299
525	0.05755742971
526	0.05717677151
527	0.05680820146
528	0.0563602183
529	0.05595895054
530	0.05558135334
531	0.05514085371
532	0.05478694895
533	0.05442698266
534	0.05399520609
535	0.05368084425
536	0.0533419766
537	0.05288397432
538	0.05248260977
539	0.05214083032
540	0.05167607561
541	0.051215631
542	0.05082115156
543	0.05046513429
544	0.05006988062
545	0.04972585846
546	0.04945050485
547	0.04924982738
548	0.04892194949
549	0.04860458717
550	0.04819636983
551	0.04789147056
552	0.04749475065
553	0.04720182846
554	0.04681630558
555	0.04660121768
556	0.04626447261
557	0.04601345697
558	0.04561351285
559	0.04532335785
560	0.04504332978
561	0.04477129502
562	0.04434649472
563	0.04396686549
564	0.04363562012
565	0.04340153143
566	0.04313043874
567	0.04290263794
568	0.04258052013
569	0.0421964081
570	0.04183637041
571	0.04152095742
572	0.04127027518
573	0.04088430226
574	0.0405946129
575	0.04029151152
576	0.04015193476
577	0.03987325075
578	0.03962455732
579	0.03947020767
580	0.03920279593
581	0.03906413925
582	0.03892838015
583	0.03868921216
584	0.0384292291
585	0.03815195046
586	0.03794905307
587	0.0377400114
588	0.03752033395
589	0.03727412068
590	0.03694227903
591	0.03661929263
592	0.03630493616
593	0.03604148985
594	0.03572532458
595	0.03555968276
596	0.03541112505
597	0.03506712113
598	0.0347289833
599	0.03439662472
600	0.03407072926
601	0.03375044446
602	0.03343568684
603	0.03312285557
604	0.0328570846
605	0.03255329442
606	0.03239026588
607	0.03210420784
608	0.03194581668
609	0.03166299784
610	0.03137360488
611	0.0312211967
612	0.03107162841
613	0.03081564166
614	0.03055496632
615	0.03031324938
616	0.03004676116
617	0.02977429054
618	0.02963350306
619	0.02937535095
620	0.02923843365
621	0.02898550259
622	0.0287874582
623	0.02853627898
624	0.02827357293
625	0.02808182661
626	0.02795296228
627	0.0277120666
628	0.02746197374
629	0.02720827546
630	0.02709225039
631	0.02685782969
632	0.02674412939
633	0.02651634473
634	0.02627921384
635	0.02616927393
636	0.02593810498
637	0.02572119989
638	0.02550548937
639	0.02539844789
640	0.02517696414
641	0.02500790504
642	0.02482836867
643	0.02470894743
644	0.02461530312
645	0.02444985393
646	0.02428288009
647	0.02419231727
648	0.02400919286
649	0.02385223107
650	0.02373232655
651	0.0235847349
652	0.02342045198
653	0.02329803716
654	0.02315512822
655	0.02300434326
656	0.02288582416
657	0.02267014337
658	0.02245803517
659	0.02235641272
660	0.02218902653
661	0.02202526196
662	0.0218358258
663	0.02165022871
664	0.02146220307
665	0.02128848939
666	0.02110755945
667	0.02092048996
668	0.02073876086
669	0.02061705654
670	0.02046616722
671	0.02036209731
672	0.02021592867
673	0.02006003466
674	0.01987273885
675	0.01968854601
676	0.01950740864
677	0.01932927992
678	0.0191958383
679	0.01902153134
680	0.01885012648
681	0.0187415541
682	0.0186081267
683	0.01844151705
684	0.01827768649
685	0.01813878427
686	0.01798825428
687	0.01785355297
688	0.01777075466
689	0.01763506524
690	0.01747645248
691	0.0173081195
692	0.017189428
693	0.01703991731
694	0.01688518136
695	0.01682153655
696	0.01667759917
697	0.01657469177
698	0.01651886941
699	0.01641839792
700	0.0162942896
701	0.01625369964
702	0.01611408329
703	0.01597804149
704	0.01587217209
705	0.01582025052
706	0.01572539209
707	0.01564574398
708	0.01549689888
709	0.0154058675
710	0.01532927837
711	0.01520189445
712	0.01507811634
713	0.01497482734
714	0.01485160926
715	0.01471328671
716	0.01461432752
717	0.01456976282
718	0.01448933963
719	0.01444561032
720	0.01436816547
721	0.01424417488
722	0.01419734981
723	0.01406369969
724	0.01395224268
725	0.01384608507
726	0.01380121905
727	0.01370701477
728	0.01358492521
729	0.01346851822
730	0.01335383671
731	0.01331072155
732	0.01320943631
733	0.01311713047
734	0.01299704904
735	0.01295548132
736	0.01285554102
737	0.01273889108
738	0.01264184421
739	0.01253613765
740	0.01249693976
741	0.0124133752
742	0.01234015856
743	0.012254379
744	0.01214604365
745	0.01206419949
746	0.01195592767
747	0.0119179732
748	0.01183855699
749	0.01175140328
750	0.01168311817
751	0.01158700697
752	0.0114951314
753	0.01140029999
754	0.01132720262
755	0.01122707142
756	0.01119661214
757	0.01111031519
758	0.01107807349
759	0.01100386828
760	0.01092496237
761	0.01084986671
762	0.01077678766
763	0.01069312915
764	0.01062181533
765	0.01054219352
766	0.01045926709
767	0.01037972622
768	0.01030948631
769	0.01024427037
770	0.0101602699
771	0.01009665699
772	0.0100264792
773	0.009954445469
774	0.009884223347
775	0.009815235909
776	0.009748154869
777	0.009685448903
778	0.009606276165
779	0.009556014578
780	0.009491828215
781	0.009414951951
782	0.009350440499
783	0.009288979092
784	0.009226602737
785	0.009158419252
786	0.009111805065
787	0.009042493608
788	0.008959013438
789	0.008877167533
790	0.008801215782
791	0.008735795686
792	0.00866495215
793	0.008591795081
794	0.008528503899
795	0.008473693133
796	0.008415241714
797	0.008337684859
798	0.008273596167
799	0.008211990182
800	0.008149874577
801	0.008093358879
802	0.008024894199
803	0.007981513239
804	0.007927855688
805	0.00784957664
806	0.007807940707
807	0.007786374078
808	0.007718513389
809	0.007652949322
810	0.007604028128
811	0.007552375045
812	0.007478715238
813	0.007458574837
814	0.007411034592
815	0.00736386453
816	0.007293027101
817	0.007223457288
818	0.007168425049
819	0.007123527205
820	0.007077979526
821	0.007024219194
822	0.006980588387
823	0.006930713756
824	0.00688188223
825	0.006833645064
826	0.006782928783
827	0.006747552217
828	0.006695894499
829	0.006649578971
830	0.006615553667
831	0.006577924958
832	0.006557192816
833	0.006495637721
834	0.006434800889
835	0.006408454007
836	0.00636056612
837	0.006301568485
838	0.0062372786
839	0.006187922594
840	0.006137717897
841	0.006089836262
842	0.006039312948
843	0.006014766063
844	0.005986532418
845	0.005968243844
846	0.005922058624
847	0.005874477239
848	0.005845292561
849	0.005799180922
850	0.005776787085
851	0.005737020339
852	0.005719557955
853	0.005679889809
854	0.00563812882
855	0.005586089029
856	0.005551819387
857	0.005526278746
858	0.005510628904
859	0.005494469967
860	0.00545095922
861	0.005435801068
862	0.00539331687
863	0.005377008454
864	0.005340910741
865	0.00529952695
866	0.005283714473
867	0.005238874231
868	0.005209237779
869	0.005176187673
870	0.005145676599
871	0.00513053906
872	0.005095440729
873	0.005074801791
874	0.005040632438
875	0.005022502289
876	0.004994838927
877	0.004957093787
878	0.004941311808
879	0.004922426366
880	0.004890045784
881	0.004852847783
882	0.004833679098
883	0.004807701034
884	0.004774734232
885	0.004741616083
886	0.004730196656
887	0.004697722099
888	0.004671549219
889	0.004660404956
890	0.004634971092
891	0.004613855911
892	0.004579370859
893	0.004558916501
894	0.004528085629
895	0.004517350623
896	0.00448414697
897	0.004449560239
898	0.004414242309
899	0.00437955042
900	0.004369880996
901	0.004335885691
902	0.004316950052
903	0.004283719037
904	0.00426993829
905	0.004237399035
906	0.00422249428
907	0.00419064841
908	0.004177001956
909	0.00414584944
910	0.004133180266
911	0.004103641271
912	0.004082172211
913	0.004069849333
914	0.004040046646
915	0.004012695375
916	0.003981818755
917	0.003969651317
918	0.003941928294
919	0.003904043591
920	0.003891673147
921	0.003856644088
922	0.003822588338
923	0.003789480708
924	0.003758554721
925	0.003726787082
926	0.003697090584
927	0.003666613726
928	0.003638102395
929	0.003610029683
930	0.003582724737
931	0.003554499127
932	0.003524023646
933	0.003512504486
934	0.003484633843
935	0.003459048531
936	0.003431821811
937	0.003420764874
938	0.003394677287
939	0.003367596575
940	0.003360340441
941	0.003335351718
942	0.003311072625
943	0.003283014918
944	0.003265720856
945	0.003240837013
946	0.003226406182
947	0.003202190356
948	0.003185763018
949	0.003168827914
950	0.003146821273
951	0.003126964021
952	0.003114741017
953	0.003096654824
954	0.003080983392
955	0.003071650475
956	0.003058825112
957	0.003049317837
958	0.003040329489
959	0.003022887615
960	0.003005867484
961	0.002981503241
962	0.002964953712
963	0.002952112857
964	0.002939588449
965	0.002931048799
966	0.002915018729
967	0.002902862051
968	0.002894562762
969	0.0028741
970	0.00286932766
971	0.002853904337
972	0.002846730467
973	0.002824849709
974	0.002820232586
975	0.002815681776
976	0.002795365611
977	0.002780720268
978	0.002757787419
979	0.002743553211
980	0.002721307213
981	0.002703837025
982	0.002685006221
983	0.002673957581
984	0.00266337396
985	0.002649825486
986	0.002636782456
987	0.002626280782
988	0.002617150107
989	0.002602655273
990	0.002591696859
991	0.0025815149
992	0.00255859954
993	0.002540234888
994	0.002529728377
995	0.002512452594
996	0.002498111914
997	0.002483552278
998	0.002473926154
999	0.002455037429
